id_usuario,fecha_corte,ingreso_mensual_usd,ingreso_mensual_pen,nivel_endeudamiento,frecuencia_ahorro,gasto_total_usd,gasto_total_pen,ratio_gastos_ingresos,porcentaje_gasto_esencial,porcentaje_gasto_discrecional,concentracion_categoria_principal,cantidad_categorias_utilizadas,gasto_alimentacion_pen,gasto_transporte_pen,gasto_vivienda_pen,gasto_servicios_pen,gasto_salud_y_bienestar_pen,gasto_educacion_pen,gasto_entretenimiento_pen,gasto_compras_pen,gasto_regalos_pen,gasto_viajes_pen,gasto_cuidado_personal_pen,gasto_otros_pen,perfil_financiero
SIN_U00016,2021-11-03,5112.24,18915.29,0.0,Alta,2573.59,9522.28,0.5034172887031908,0.12416144032731657,0.8456672141545932,0.6976564436248461,7,218.89,0.0,0.0,0.0,782.1600000000001,181.25,676.4000000000001,6643.280000000001,0.0,0.0,733.0,287.3,Saludable
SIN_U00017,2023-11-21,4586.14,16968.72,0.0,Alta,1389.77,5142.15,0.3030369766295839,0.08905807881917098,0.9032817012339198,0.8834048014935388,6,0.0,0.0,0.0,0.0,399.65,58.3,59.73,4542.6,0.0,0.0,42.480000000000004,39.39,Saludable
SIN_U00018,2021-09-18,2571.3,9513.81,0.0,Alta,1336.77,4946.05,0.5198809940497024,0.4251453179810151,0.5748546820189848,0.2718351007369517,7,103.29,0.0,0.0,654.99,1344.51,0.0,0.0,489.02,823.04,625.36,905.84,0.0,Saludable
SIN_U00019,2022-02-14,5757.35,21302.2,0.0,Alta,3907.42,14457.45,0.6786837694425386,0.20785684889105616,0.7921431511089437,0.354431106453766,6,1410.9499999999998,1594.13,0.0,0.0,0.0,0.0,1358.71,4285.07,684.42,5124.17,0.0,0.0,Saludable
SIN_U00020,2022-07-22,3520.81,13027.0,0.0,Alta,1148.36,4248.93,0.32616358167580756,0.5471165681712807,0.4528834318287192,0.3109323994511559,6,424.44,579.09,1321.13,0.0,0.0,0.0,721.65,0.0,0.0,306.02,896.6,0.0,Saludable
SIN_U00021,2023-03-24,8237.77,30479.75,161.0,Nula,7316.78,27072.09,0.8881991121383578,0.8532333484411435,0.10969267611034093,0.4566234080929843,6,2618.52,3744.26,0.0,4374.28,12361.75,0.0,0.0,0.0,2969.6099999999997,0.0,0.0,1003.67,En riesgo
SIN_U00022,2023-03-14,7093.07,26244.36,32.0,Media,3500.65,12952.4,0.4935310098448204,0.126508600722646,0.8594013464686082,0.7145355300948087,7,0.0,0.0,0.0,375.04999999999995,1263.54,0.0,539.37,9254.95,1167.21,169.78,0.0,182.5,En observación
SIN_U00023,2023-11-25,1694.87,6271.02,78.0,Nula,604.03,2234.91,0.3563872155386549,0.45986639283013636,0.5401336071698637,0.5401336071698637,4,399.90999999999997,0.0,0.0,286.4,341.45,0.0,0.0,1207.15,0.0,0.0,0.0,0.0,En riesgo
SIN_U00024,2022-05-22,998.46,3694.3,174.0,Nula,612.4,2265.88,0.6133445506079361,0.374847741274913,0.625152258725087,0.5811516938231505,5,447.55,61.14,0.0,0.0,340.66999999999996,0.0,1316.8200000000002,0.0,0.0,0.0,99.7,0.0,En riesgo
SIN_U00025,2021-12-11,2676.43,9902.79,28.0,Media,1507.85,5579.04,0.563381071053605,0.9028381226877743,0.09716187731222577,0.3834853308096017,6,766.46,2139.48,439.62,0.0,1409.85,281.56,0.0,0.0,0.0,542.07,0.0,0.0,Saludable
SIN_U00026,2022-05-06,5704.87,21108.02,0.0,Alta,3971.27,14693.7,0.6961192805445172,0.4296902754241613,0.5354716647270599,0.2682659915473979,9,117.82,0.0,0.0,1882.8,3712.36,600.76,865.3,3941.82,1502.57,1558.37,0.0,511.9,Saludable
SIN_U00027,2023-01-20,3525.22,13043.31,0.0,Alta,1264.5,4678.65,0.3587010172414771,0.02832013508170092,0.971679864918299,0.804644502153399,7,43.07,0.0,0.0,0.0,89.43,0.0,185.71,3764.65,385.12,96.61,114.06,0.0,Saludable
SIN_U00028,2024-06-14,7744.01,28652.84,0.0,Alta,4063.81,15036.1,0.5247681756609301,0.3198143135520514,0.6506075378588863,0.49846502750048216,8,1145.79,0.0,0.0,0.0,3138.71,524.26,0.0,7494.97,452.28,1466.4,368.95,444.74,Saludable
SIN_U00029,2022-02-01,500.0,1850.0,0.0,Alta,342.99,1269.06,0.68598,0.43502277276094115,0.5649772272390589,0.2503191338470995,6,63.0,205.14,0.0,0.0,283.93,0.0,159.81,0.0,317.67,239.51,0.0,0.0,Saludable
SIN_U00030,2022-11-29,6561.08,24276.0,113.0,Nula,2121.71,7850.33,0.3233781633511556,0.8528915344960021,0.14710846550399795,0.28696628039840366,9,1982.4699999999998,347.21000000000004,2252.78,695.57,1043.01,374.44,582.86,0.0,375.57,0.0,196.42,0.0,En riesgo
SIN_U00031,2023-01-16,4101.49,15175.51,0.0,Alta,2272.56,8408.47,0.5540815654798622,0.2299835760845909,0.7700164239154091,0.6447046846810418,9,107.44,674.68,0.0,414.73,623.74,113.22,443.1,5420.98,0.0,542.62,67.96,0.0,Saludable
SIN_U00032,2024-10-14,4989.2,18460.04,0.0,Alta,2211.0,8180.7,0.44315721959432375,0.24145733250210866,0.7585426674978913,0.2389856613737211,8,0.0,101.19,0.0,456.24,1417.8600000000001,0.0,1536.01,1955.0700000000002,1410.5,1213.97,89.86,0.0,Saludable
SIN_U00033,2022-09-30,3177.42,11756.45,0.0,Media,2777.32,10276.08,0.8740802286131516,0.9245471035647834,0.07545289643521655,0.23034756444091523,6,2196.56,2318.8,715.27,1903.02,2367.07,0.0,775.36,0.0,0.0,0.0,0.0,0.0,En observación
SIN_U00034,2024-04-23,5968.05,22081.79,104.0,Nula,5178.58,19160.75,0.8677172610819279,0.7906705113317589,0.20932948866824105,0.30216144983886334,5,5789.64,4497.17,0.0,455.82,4407.21,0.0,0.0,0.0,4010.91,0.0,0.0,0.0,En riesgo
SIN_U00035,2023-07-08,5227.68,19342.42,0.0,Alta,1885.49,6976.31,0.3606743335475775,0.20552842405225683,0.7626295276442704,0.717481017902014,8,241.97,201.12,0.0,422.74,568.0,0.0,71.17,5005.37,243.8,0.0,0.0,222.14,Saludable
SIN_U00036,2025-04-13,6715.76,24848.31,44.0,Nula,5990.35,22164.3,0.8919839303369984,0.6428946549180439,0.3571053450819561,0.3997076379583384,8,2121.79,2318.85,0.0,0.0,8859.24,949.43,386.26,961.97,662.9,0.0,5903.86,0.0,En riesgo
SIN_U00037,2023-12-28,5715.32,21146.68,97.0,Nula,2095.91,7754.87,0.3667178740647943,0.5688696264411912,0.4311303735588088,0.25864650213349805,9,1096.52,99.52,0.0,822.72,2005.77,386.98,642.56,1977.14,559.3,0.0,164.36,0.0,En riesgo
SIN_U00038,2022-10-04,3680.12,13616.44,0.0,Alta,1287.07,4762.16,0.3497358781778855,0.0223889999496027,0.9626598014346431,0.8691287147008921,7,74.27,32.35,0.0,0.0,0.0,0.0,72.68,4138.93,91.41,281.32,0.0,71.2,Saludable
SIN_U00039,2023-04-18,5687.15,21042.46,82.0,Nula,1963.55,7265.14,0.3452608072584687,0.9066721357055748,0.09332786429442515,0.3415171627800703,7,386.0,751.24,2481.17,809.8199999999999,1868.45,290.42,0.0,0.0,0.0,678.04,0.0,0.0,En riesgo
SIN_U00040,2022-02-15,1867.36,6909.23,482.0,Nula,1255.01,4643.54,0.6720771570559507,0.7338452990606306,0.26615470093936955,0.56827765024098,4,247.32,521.5,0.0,0.0,2638.82,0.0,0.0,0.0,0.0,1235.9,0.0,0.0,En riesgo
SIN_U00041,2024-07-30,970.85,3592.15,0.0,Alta,368.84,1364.71,0.3799145079054436,0.7128181078763987,0.28718189212360135,0.2608539543199654,6,174.25,207.75,0.0,234.8,0.0,355.99,183.12,0.0,208.8,0.0,0.0,0.0,Saludable
SIN_U00042,2022-04-16,5359.32,19829.48,0.0,Alta,1692.58,6262.55,0.3158199174522141,0.2745335366583899,0.7254664633416101,0.4480299558486559,8,426.81,114.47,256.31,0.0,921.69,0.0,0.0,2805.81,418.5,653.21,665.75,0.0,Saludable
SIN_U00043,2023-07-25,3770.92,13952.4,242.0,Nula,2069.83,7658.37,0.5488925779385402,0.7140200852139554,0.28597991478604456,0.46238429326344904,6,1042.24,884.88,0.0,0.0,3541.11,0.0,173.05,0.0,435.32,1581.77,0.0,0.0,En riesgo
SIN_U00044,2022-04-10,6475.63,23959.83,0.0,Alta,2444.52,9044.72,0.3774953170579542,0.6268707046763194,0.37312929532368055,0.3477719597732158,10,482.53999999999996,614.19,0.0,630.1,3145.5,797.54,542.0,760.89,591.76,1237.94,242.26,0.0,Saludable
SIN_U00045,2024-11-19,4484.67,16593.28,0.0,Alta,3423.56,12667.17,0.7633917322790751,0.487472734636071,0.5125272653639289,0.2935028108093599,7,1196.76,364.88,0.0,895.41,3717.85,0.0,1439.41,0.0,0.0,2494.16,2558.7,0.0,Saludable
SIN_U00046,2022-12-14,8094.8,29950.76,0.0,Alta,6096.05,22555.38,0.753082225626328,0.5903890779051383,0.4096109220948616,0.4583793312282923,8,424.65,0.0,896.56,1656.32,10338.92,0.0,3110.61,0.0,929.39,1582.63,3616.3,0.0,Saludable
SIN_U00047,2022-02-26,3461.19,12806.4,734.0,Nula,2105.77,7791.35,0.6083948006321526,0.6547389091749182,0.34526109082508166,0.5229876722262509,8,109.16,271.18,0.0,330.4,4074.7799999999997,315.78,0.0,0.0,625.6,1051.17,1013.28,0.0,En riesgo
SIN_U00048,2024-04-17,5435.08,20109.8,0.0,Alta,3236.98,11976.83,0.5955717303149172,0.12493122136658866,0.8750687786334115,0.7733899537690692,8,0.0,232.52,0.0,329.78999999999996,933.97,0.0,181.0,9262.76,109.65,863.96,63.18,0.0,Saludable
SIN_U00049,2021-09-11,5120.45,18945.66,0.0,Alta,2800.87,10363.22,0.5469968459803337,0.43744704831123926,0.4950266422984362,0.2599944804800053,8,917.77,921.21,0.0,0.0,2694.38,0.0,672.16,2376.87,954.71,0.0,1126.33,699.79,Saludable
SIN_U00050,2025-04-14,2175.74,8050.24,0.0,Alta,768.52,2843.52,0.3532223519354335,0.76663782916948,0.2333621708305199,0.39063203353589915,5,128.82,0.0,0.0,0.0,1110.77,940.36,381.75,0.0,0.0,0.0,281.82,0.0,Saludable
SIN_U00051,2025-05-26,7928.51,29335.49,150.0,Nula,4812.56,17806.47,0.6069942523879014,0.452803391126933,0.547196608873067,0.407284543202555,7,2643.87,1050.52,0.0,1786.7599999999998,2581.68,0.0,7252.3,1155.53,1335.81,0.0,0.0,0.0,En riesgo
SIN_U00052,2022-05-04,3605.56,13340.57,64.0,Nula,2230.97,8254.59,0.6187582511454531,0.7999743173192126,0.20002568268078727,0.2937226440077581,7,1863.8200000000002,2424.56,0.0,509.52,1230.62,574.94,1269.62,0.0,0.0,0.0,381.51,0.0,En riesgo
SIN_U00053,2021-12-26,2457.83,9093.97,220.0,Nula,1569.03,5805.41,0.6383801971657926,0.9329987029339876,0.019688531903862088,0.6706761451818218,7,493.28000000000003,78.0,0.0,273.97,3893.55,677.64,114.3,0.0,0.0,0.0,0.0,274.67,En riesgo
SIN_U00054,2024-05-24,5152.35,19063.7,0.0,Alta,3359.87,12431.52,0.6521043795549603,0.46713837085086934,0.4691976524190123,0.2782869673217756,8,1040.52,1833.26,0.0,0.0,1755.8200000000002,1177.64,1845.94,0.0,0.0,3459.53,527.37,791.44,Saludable
SIN_U00055,2024-06-30,1202.86,4450.58,803.0,Nula,434.32,1606.98,0.3610727765492244,0.6647500280028374,0.3352499719971624,0.257557654731235,6,155.57,297.49,0.0,201.29,413.89,0.0,0.0,0.0,157.19,381.55,0.0,0.0,En riesgo
SIN_U00056,2022-08-18,5125.94,18965.98,0.0,Alta,1554.08,5750.1,0.30317951439150675,0.3188396723535243,0.6259491139284534,0.5600998243508808,9,311.47,205.66,0.0,267.29,645.28,403.66,114.94,0.0,263.7,0.0,3220.63,317.47,Saludable
SIN_U00057,2023-03-06,2870.89,10622.29,205.0,Nula,1594.1,5898.17,0.5552633503896004,0.6597978695086781,0.3402021304913219,0.2568220312401982,7,0.0,208.82,1413.59,754.4100000000001,1514.78,0.0,0.0,770.12,264.97,971.48,0.0,0.0,En riesgo
SIN_U00058,2022-08-17,1995.91,7384.87,22.0,Alta,674.67,2496.28,0.33802626370928546,0.29755075552422,0.7024492444757799,0.3702669572323617,7,44.32,178.92,0.0,0.0,371.47,148.06,92.6,924.29,736.62,0.0,0.0,0.0,Saludable
SIN_U00059,2024-12-16,4742.29,17546.47,161.0,Nula,4092.62,15142.69,0.8630050039116123,0.8589174050317347,0.1410825949682652,0.31136475751666315,7,921.98,1589.05,3305.86,825.58,4714.9,1648.95,2136.37,0.0,0.0,0.0,0.0,0.0,En riesgo
SIN_U00060,2023-12-13,2792.03,10330.51,0.0,Alta,1367.31,5059.05,0.4897189500112821,0.14739921526768857,0.8247754024965162,0.7884444707998537,7,30.22,0.0,0.0,51.03,664.4499999999999,0.0,81.77,3988.78,102.03,0.0,0.0,140.77,Saludable
SIN_U00061,2023-01-20,3521.64,13030.07,0.0,Alta,2205.01,8158.54,0.6261315750616191,0.22416510797275005,0.7567616264674807,0.72049778514293,7,370.34000000000003,218.32,0.0,254.59,985.61,0.0,0.0,5878.21,0.0,0.0,295.86,155.61,Saludable
SIN_U00062,2025-03-19,5646.21,20890.98,0.0,Alta,3501.08,12954.0,0.6200761218587335,0.2636876640419948,0.5251219700478617,0.3067801451289177,8,1699.7,0.0,0.0,1046.74,0.0,669.37,641.87,0.0,1627.47,3974.0299999999997,559.06,2735.76,Saludable
SIN_U00063,2022-05-21,7019.54,25972.3,0.0,Media,5798.56,21454.67,0.8260598272821297,0.29810153220720714,0.6436593990958612,0.3063920349275939,9,865.13,0.0,0.0,1475.1,4055.4399999999996,0.0,1370.26,6573.540000000001,2145.55,3156.79,563.36,1249.5,En observación
SIN_U00064,2024-03-10,4804.07,17775.06,0.0,Alta,2843.12,10519.54,0.5918148569858475,0.4101491129840278,0.5898508870159721,0.18461738821279258,9,953.8299999999999,1560.67,0.0,0.0,630.01,1170.0700000000002,1942.0900000000001,1107.46,1161.83,1645.78,347.8,0.0,Saludable
SIN_U00065,2023-06-25,500.0,1850.0,713.0,Nula,288.6,1067.82,0.5772,0.7268266187185106,0.2731733812814894,0.6158903185930213,3,118.46000000000001,0.0,0.0,0.0,657.66,0.0,0.0,0.0,0.0,291.7,0.0,0.0,En riesgo
SIN_U00066,2023-07-19,6992.09,25870.73,0.0,Alta,4515.3,16706.61,0.6457725801584362,0.3629581345347739,0.5829698544468327,0.3184673611223342,10,1455.77,706.28,0.0,1065.65,2836.1,0.0,5320.51,1088.59,1087.63,1364.71,878.01,903.36,Saludable
SIN_U00067,2021-07-30,4111.45,15212.36,11.0,Alta,2692.03,9960.51,0.6547641343078476,0.7462870877093642,0.25371291229063575,0.298811004657392,8,668.59,1496.01,2976.31,975.7,1316.79,0.0,947.69,0.0,1290.87,0.0,288.55,0.0,Saludable
SIN_U00068,2024-02-04,6188.38,22897.01,18.0,Nula,5266.76,19487.01,0.8510724939321761,0.7585288866788698,0.18034680538471526,0.3679933453105428,7,967.6800000000001,3915.0099999999998,0.0,2727.6800000000003,7171.09,0.0,2808.7599999999998,0.0,0.0,705.66,0.0,1191.13,En observación
SIN_U00069,2024-12-23,1965.62,7272.79,0.0,Media,1723.15,6375.66,0.8766445192865356,0.21359043612739703,0.7726792206610767,0.6581169635771043,9,19.95,274.23,849.36,0.0,218.24,0.0,253.24,4195.93,407.90999999999997,0.0,69.26,87.54,En observación
SIN_U00070,2025-05-30,5033.34,18623.36,30.0,Media,2798.91,10355.97,0.5560740979151021,0.13967692065542872,0.8603230793445713,0.6865131899764098,8,424.92999999999995,594.85,0.0,0.0,426.71,0.0,419.84999999999997,7109.51,362.45,629.74,387.93,0.0,En observación
SIN_U00071,2023-11-15,3314.62,12264.09,650.0,Nula,2708.28,10020.64,0.8170710368005987,0.9421344345271362,0.05786556547286401,0.5168991202158745,7,1327.89,0.0,5179.66,1108.81,1294.48,529.95,383.75,0.0,0.0,0.0,196.1,0.0,En riesgo
SIN_U00072,2022-06-20,3257.12,12051.34,0.0,Alta,1473.3,5451.21,0.4523321216289237,0.38141990493853656,0.5557775246229736,0.35737753636348624,8,319.48,491.03,0.0,238.74,1029.95,0.0,0.0,1948.1399999999999,243.13,838.39,0.0,342.35,Saludable
SIN_U00073,2021-11-20,3519.35,13021.6,0.0,Alta,2580.95,9549.52,0.7333598533820165,0.2760641372550662,0.7239358627449337,0.3684949610032755,8,1375.58,560.3900000000001,0.0,342.64,0.0,357.67,1169.12,745.74,3518.95,1479.43,0.0,0.0,Saludable
SIN_U00074,2025-04-29,3250.36,12026.33,70.0,Nula,1000.46,3701.7,0.30779975141215127,0.7421076802550179,0.25789231974498206,0.5606153929275739,6,0.0,164.41,0.0,196.66,2075.23,310.76,725.12,0.0,229.52,0.0,0.0,0.0,En riesgo
SIN_U00075,2024-07-15,3341.34,12362.96,0.0,Alta,2667.7,9870.49,0.7983922617871871,0.5296575955195739,0.470342404480426,0.2833760026097995,10,310.01,442.71,2797.06,408.33,918.0999999999999,351.77,1158.81,1011.68,598.35,0.0,1873.67,0.0,Saludable
SIN_U00076,2022-11-03,3806.35,14083.5,0.0,Media,3125.32,11563.68,0.821080562743836,0.5929202468418359,0.4070797531581642,0.32714585668230184,6,603.4000000000001,3783.01,0.0,0.0,2469.9300000000003,0.0,2874.4300000000003,0.0,1156.6399999999999,0.0,676.27,0.0,En observación
SIN_U00077,2024-07-23,2754.29,10190.87,0.0,Media,2206.07,8162.46,0.8009577785926683,0.5721093885911844,0.4278906114088155,0.24123609794106188,7,1896.3899999999999,316.41,0.0,556.1,1900.92,0.0,0.0,0.0,627.84,1969.08,895.72,0.0,En observación
SIN_U00078,2021-11-08,3163.71,11705.73,0.0,Alta,1894.6,7010.02,0.5988538772517076,0.6307314387120151,0.36926856128798485,0.3228321745159072,7,380.27,1458.91,0.0,319.2,2263.06,0.0,682.05,1012.38,894.15,0.0,0.0,0.0,Saludable
SIN_U00079,2023-07-05,2186.84,8091.31,0.0,Alta,1486.74,5500.94,0.6798576942071665,0.6380000509003916,0.3619999490996085,0.418848414998164,4,670.4000000000001,535.14,0.0,0.0,2304.06,0.0,1991.3400000000001,0.0,0.0,0.0,0.0,0.0,Saludable
SIN_U00080,2023-07-04,5688.88,21048.86,0.0,Alta,4225.81,15635.5,0.742819324717695,0.7718384445652522,0.14392696108215278,0.6121767772057178,8,1078.1,844.75,0.0,0.0,9571.69,573.54,277.08,0.0,0.0,1121.27,852.02,1317.05,Saludable
SIN_U00081,2023-08-26,5082.0,18803.4,54.0,Nula,2734.06,10116.02,0.5379889807162535,0.4154084313791392,0.5536554890164314,0.26761512927020703,7,0.0,2707.2,0.0,0.0,1495.08,0.0,478.87,1938.67,1027.9,0.0,2155.35,312.95,En riesgo
SIN_U00082,2024-08-24,4265.87,15783.72,157.0,Nula,2875.19,10638.2,0.673998504408245,0.6634872440826455,0.13943994284747419,0.44702581263747626,8,0.0,1237.1,0.0,677.29,4755.55,388.37,585.72,0.0,713.03,0.0,184.64,2096.5,En riesgo
SIN_U00083,2022-06-16,5243.62,19401.39,0.0,Alta,2708.77,10022.45,0.5165839629874018,0.6533202959356245,0.27113031244855296,0.22392129668893332,7,973.37,2059.61,0.0,1947.14,1567.75,0.0,2244.24,0.0,473.15,0.0,0.0,757.19,Saludable
SIN_U00084,2024-09-14,859.55,3180.34,0.0,Alta,587.39,2173.34,0.6833692048164738,0.7750052913948116,0.2249947086051883,0.5876300992941739,5,0.0,0.0,0.0,220.2,1277.12,187.03,387.53999999999996,0.0,0.0,0.0,101.45,0.0,Saludable
SIN_U00085,2021-11-07,500.0,1850.0,1996.0,Nula,186.16,688.79,0.37232,0.7588089257974129,0.24119107420258715,0.6706107812250468,4,14.41,0.0,0.0,0.0,461.90999999999997,46.34,166.13,0.0,0.0,0.0,0.0,0.0,En riesgo
SIN_U00086,2025-03-29,3441.0,12731.7,96.0,Nula,1507.18,5576.57,0.4380063934902645,0.17950998552873898,0.820490014471261,0.6597101802721028,5,528.88,472.17,0.0,0.0,0.0,0.0,694.87,0.0,0.0,3678.92,201.73,0.0,En riesgo
SIN_U00087,2021-09-27,5426.8,20079.16,14.0,Baja,4228.94,15647.08,0.7792695511166801,0.7171874880169335,0.28281251198306645,0.33452759236867197,9,776.23,712.9,3968.19,530.19,5234.38,0.0,1989.37,873.86,0.0,1351.1,210.86,0.0,En observación
SIN_U00088,2025-04-08,4094.03,15147.91,170.0,Nula,3040.02,11248.07,0.7425495172238601,0.6039356085088375,0.33176269351097565,0.3653115601165356,9,546.62,841.91,0.0,815.49,4109.05,480.04,1587.75,1021.61,0.0,1122.33,0.0,723.27,En riesgo
SIN_U00089,2024-02-05,2093.08,7744.4,224.0,Nula,1829.04,6767.45,0.8738509755957727,0.9999999999999999,0.0,0.4357003007041057,6,215.24,1046.47,2069.14,172.99,2948.58,315.03,0.0,0.0,0.0,0.0,0.0,0.0,En riesgo
SIN_U00090,2024-05-18,3449.75,12764.08,0.0,Media,2986.24,11049.09,0.865639539097036,0.5194844100283371,0.4805155899716628,0.29897122749475297,9,1159.51,193.69,0.0,575.12,3209.32,602.19,908.02,3303.36,0.0,676.35,421.53,0.0,En observación
SIN_U00091,2022-09-13,4937.13,18267.38,0.0,Alta,3346.72,12382.86,0.6778675060207043,0.6235998791878452,0.37640012081215485,0.26576897421112733,8,369.59,560.5,3119.73,381.15,3290.98,0.0,0.0,0.0,1964.3899999999999,935.69,1760.8300000000002,0.0,Saludable
SIN_U00092,2023-10-10,5016.38,18560.61,119.0,Nula,1968.11,7282.01,0.3923367049545688,0.28932533737251115,0.7106746626274889,0.6531273645600596,7,259.83000000000004,292.58,749.43,0.0,805.03,0.0,209.85,4756.08,209.21,0.0,0.0,0.0,En riesgo
SIN_U00093,2021-08-15,3861.95,14289.22,88.0,Nula,3317.24,12273.79,0.8589546731573428,0.9308184350555125,0.06918156494448739,0.5977770517501113,5,1470.77,1961.29,7336.99,0.0,655.62,0.0,0.0,0.0,849.12,0.0,0.0,0.0,En riesgo
SIN_U00094,2022-10-19,3624.84,13411.91,0.0,Media,3243.82,12002.13,0.8948863949857098,0.22425186196116859,0.7174776477175301,0.256916897250738,10,588.88,218.8,0.0,0.0,1502.19,381.63,1573.36,3083.55,2386.01,918.11,650.23,699.37,En observación
SIN_U00095,2025-03-31,4480.05,16576.19,0.0,Alta,3113.95,11521.62,0.6950703675182196,0.5702652925543457,0.4297347074456543,0.3523783981766453,8,107.46,1113.94,0.0,787.49,4059.9700000000003,501.52,0.0,3373.56,360.74,1216.94,0.0,0.0,Saludable
SIN_U00096,2025-07-16,4611.11,17061.11,0.0,Media,3822.53,14143.36,0.8289826093934,0.746560223313272,0.2534397766867279,0.43601661839902256,9,1365.5,372.86,2208.16,0.0,6166.74,445.61,451.28,1258.81,554.24,1320.16,0.0,0.0,Saludable
